sentence1,sentence2,label
"Afastado pelo Planalto, rejeitado pelo Exercito, execrado pela populaçao e, por boas razoes, temeroso dos tribunais, Pazuzu saiu como uma alma penada, para em seu lugar entrar um pau-mandado de jaleco cujo nome e uma piada pronta.",pau-mandado,1
"Baseado em fatos reais, ele não apenas é o primeiro filme longa-metragem dirigido por uma mulher negra no Brasil, como ainda retrata a história de um amor lésbico.",longa-metragem,1
O longa-metragem tem 1h53 e classificação indicativa de 12 anos.,longa-metragem,1
"O longa-metragem concorre a seis Oscars neste domingo: filme, direção, roteiro original, ator (Steven Yeun), atriz (Yuh-Jung Youn) e trilha original.",longa-metragem,1
"Dirigido por Muylaert e Lô Politi, o longa-metragem mostra os bastidores do Palácio da Alvorada logo após a aprovação do processo de impeachment pela Câmara dos Deputados.",longa-metragem,1
"Teria sido muito mais interessante se o longa-metragem tivesse abraçado a proposta de falar sobre esses funcionários, geralmente tão invisibilizados, neste processo que abalou o País.",longa-metragem,1
O longa-metragem de 2019 somente agora chega à plataforma de streaming.,longa-metragem,1
"O longa-metragem de Adam Randall mistura vários elementos como terror, suspense, drama e thriller policial.",longa-metragem,1
O longa-metragem consegue manter o espectador tenso o tempo todo.,longa-metragem,1
A revelação é uma grande surpresa e indica que o longa-metragem de super-herói terá uma mistura de panteões.,longa-metragem,1
"Desaparece a fidelidade entre os homens: cada qual mente ao seu próximo com lábios enganadores e segundas intenções.""",segundas intenções,1
"Ela gosta de farofa a ponto de levar farinha brasileira na mala sempre que viaja para o exterior, a pretexto de divulgar nossa gastronomia —“mas sempre com segundas intenções”, admite.",segundas intenções,1
"Desde o começo do programa, o relacionamento dos dois foi regado de brincadeiras com segundas intenções e até planejamento do casamento.",segundas intenções,1
Esse aspecto tenso assinala uma fase em que devemos evitar as encucações e certa propensão para ver segundas intenções onde elas não existem.,segundas intenções,1
O dono do restaurante não esconderá seu nervosismo com a presença do marido de Maria Marta (Lilia Cabral) e ficará na cola do funcionário para saber cada detalhe do menu já com segundas intenções.,segundas intenções,1
Não fique vendo segundas intenções nas mínimas atitudes alheias.,segundas intenções,1
"Visivelmente apreensiva, a youtuber desabafou com a aliada sobre sua postura dentro do jogo em agradar todos, sem segundas intenções:  ""Eu acho que a minha família me conhece tão bem, que mesmo que o público não entenda, às vezes, a minha incoerência ou a minha coisa de ir e voltar, e pensar que eu gosto de todo mundo, a minha família vai entender"", destacou para a carioca.",segundas intenções,1
"Entretanto, em se tratando de ""cidadão de bem"", é sempre bom estar atento às segundas intenções bastante implícitas.",segundas intenções,1
A ideia era manter um conselho gestor no país composto majoritariamente por estadunidenses para provar que não havia segundas intenções com o uso de dados.,segundas intenções,1
"Não havia segundas intenções”, alegou Benzema.",segundas intenções,1
"A resposta num primeiro plano parece obvia, qual seja SIM.",primeiro plano,1
"Em primeiro plano, o julgamento da Segunda Turma não pode ser revertido no plenário.",primeiro plano,1
"No primeiro plano vai se querer atingir, pelo que eu tenho como experiencia, a figura do presidente da Republica.",primeiro plano,1
"Basicamente você fica como ""online"" sempre que o app está em primeiro plano, ou seja, aberto em seu celular.",primeiro plano,1
"O pedido já havia sido aprovado, mas recentemente o Governo de Minas resolveu seguir o calendário do Governo Federal, colocando em primeiro plano os servidores da educação e da segurança, deslocando este grupo de comorbidade para a terceira fase.",primeiro plano,1
A pandemia trouxe a saúde para o primeiro plano da consciência das pessoas e com ela uma explosão em soluções digitais na área.,primeiro plano,1
"A qualidade pode até estar em um suposto primeiro plano, mas, no final das contas, vencem (ou são indicados) aqueles filmes que tiverem mais fôlego: é panfletagem, propaganda, criação de hype, momento histórico-político-social... E existe toda uma estrutura de votação até a lista final de indicados ser divulgada.",primeiro plano,1
Mas a nova crise colocou em primeiro plano um aspecto especialmente abjeto do mercado de medicamentos: a facilidade da indústria de lucrar abusivamente com a necessidade das pessoas.,primeiro plano,1
"Na já tão decantada futura reforma do secretariado estadual, o titular da Saúde e piloto de helicóptero, Carlos Alberto Chaves, está em primeiro plano na linha de tiro do governador em exercício Cláudio Castro (PSC).",primeiro plano,1
"O presidente norte-americano, Joe Biden, tem enfatizado e colocado em primeiro plano a necessidade de combate às mudanças climáticas, se opondo às políticas de Donald Trump, que não priorizavam o tema.",primeiro plano,1
"De um lado, não deixa de ser inusitado e aparentemente aleatório que noções como “olhado”, “mau-olhado”, ou “quebranto” estejam linguisticamente associadas à origem conceitual no termo – o que explica sua exclusividade no contexto brasileiro.",mau-olhado,1
"Olho grego é um amuleto que, segundo as crenças turcas, protege contra o mau-olhado - um tipo de força negativa ou poder maléfico que, através de uma dose consciente ou inconsciente de inveja ou ressentimento, pode se esconder em gentis elogios ou olhares"", relata Kélida.",mau-olhado,1
"Lançam 'mau-olhado', enfermidades e malvadeza através de suas bruxarias.",mau-olhado,1
"Podia ser mau-olhado, podia ser quebranto, podia ser olho grande, qualquer coisa”, explica Dão.",mau-olhado,1
"Também chamado de Olho turco, Olho azul, Olho místico, é um amuleto que absorve energias negativas, limpando e protegendo contra inveja e mau-olhado.",mau-olhado,1
"Ela se dizia ‘benzedeira’ por curar crianças de mau-olhado, enxaqueca e livramento de inveja.",mau-olhado,1
"Ter uma figa por perto espanta a inveja e o mau-olhado, alem de manter sua vida prospera em todas as situaçoes.",mau-olhado,1
"Uma estatua, de qualquer tamanho, que represente o maior animal que anda pela Terra e um poderoso amuleto contra a inveja e o mau-olhado.",mau-olhado,1
"No Brasil, o quebranto esta sempre relacionado ao feitiço e a influencias maleficas, sendo considerado uma doença causada pelo mau-olhado, tambem conhecida como quebrante.",mau-olhado,1
Em algumas locais e feita uma distinçao: considera-se quebranto quando afeta o ser humano e mau-olhado quando afeta plantas e animais.,mau-olhado,1
"Ha alguns objetos que, ainda de acordo com a crença popular, agem como uma defesa contra quebranto, mau-olhado e feitiço, a exemplo das figas, pes de coelho, patuas, olhos gregos, pimentas vermelhas e ferraduras.",mau-olhado,1
Falar sobre inspirações nazistas e fascistas na política virou lugar-comum dos gritos nas democracias.,lugar-comum,1
"Ocorre que lugar-comum – frase ou dito banal, sem originalidade – não significa necessariamente erro.",lugar-comum,1
Google forma aliança para viabilizar tecnologia que armazena chaves e documentos em 'caixa-forte' no Android,caixa-forte,1
"Na região também havia um caixa-forte, um posto de saúde, hospital, posto policial, dois restaurantes, e uma escola.",caixa-forte,1
"Se preferir colocar a mão na massa, os rádios de comunicação do Diamond estão em polvorosa com boatos de uma entrega de diamantes na caixa-forte esta semana.",caixa-forte,1
"Na caixa-forte de sementes mais importante do mundo, uma espécie de arca de Noé botânica, o maior carregamento já feito de uma única vez conta também com sementes brasileiras.",caixa-forte,1
"Uma caixa-forte do Banco Central do Iraque foi apreendida no Caju, bairro da zona norte do Rio, com bolívares venezuelanos.",caixa-forte,1
"Uma caixa-forte de alta segurança protege ouro, prata, diamantes e pedras preciosas.",caixa-forte,1
"Pelo meio, está a instalação de um sistema de segurança ao mais alto nível, dentro e fora da caixa-forte gigante que reivindica para si toda a centralidade do espaço.",caixa-forte,1
"Entre sexta-feira e sábado, a quadrilha entrou no caixa-forte do Banco Central e levou o dinheiro.",caixa-forte,1
"A Casa da Moeda de Paris é a mais antiga caixa-forte do mundo: foi fundada no ano de 864, quando o rei Carlos II de França ordenou a sua construção, através do decreto de Pistres.",caixa-forte,1
"Para perfurar o piso de concreto da caixa-forte, que tinha 1,1 metro de espessura, reforçado com aço, os bandidos usaram maquitas com disco de diamante e até uma britadeira.",caixa-forte,1
"Caixa-forte de poliestireno e plásticos de engenharia, os eletroeletrônicos da linha branca começam a se reerguer das cinzas de suas vendas, infartadas pelo imobilismo social no nada memorável primeiro semestre.",caixa-forte,1
"E a gente tem que confrontar dono do direito autoral, que é o filho do Renato Russo, para ver se ele tinha conhecimento desse material que está no caixa-forte de uma gravadora”, disse Demétrio;",caixa-forte,1
A instituição em Madri tem um compartimento dentro da caixa-forte que é inundado se ladrões de ouro conseguirem entrar.,caixa-forte,1
"Ele e todo o grupo político que ele tem seriam muito bem recebidos no PSL, com certeza, com tapete vermelho.",tapete vermelho,1
Um tapete vermelho foi colocado para saudar os profissionais que estao na linha de frente contra a covid-19.,tapete vermelho,1
"De repente, quando ele estende o tapete vermelho, quando ele cria um casamento, as pessoas todas se sentem de uma forma ou de outra mais conectadas com aquele mundo, que é ainda um mundo bastante hierarquizado"", explica.",tapete vermelho,1
"Músicas, telefonemas e até tapete vermelho são atitudes de reconhecimento vistas no DF.",tapete vermelho,1
"O tapete vermelho ocupou uma das faixas da rua, e os veículos trafegavam entre os convidados e os carros estacionados do outro lado da via.",tapete vermelho,1
Pareceria um mortal comum não fosse os oito seguranças a cercá-lo e o assédio ininterrupto de fãs pedindo selfies ao lado dele ao longo do tapete vermelho estendido para o magistrado.,tapete vermelho,1
"Além disso, um tapete vermelho foi estendido no portão da escola, para que as crianças pudessem entrar.",tapete vermelho,1
"O tradicional tapete vermelho será drasticamente reduzido e a lista de convidados será tão limitada que até mesmo o poderoso chefe da Disney, Bob Iger, ""não estará lá"", contou Soderbergh.",tapete vermelho,1
"Além de ser uma forma de expressar arte, ajuda a manter o distanciamento social na hora de passar pelo tapete vermelho.",tapete vermelho,1
"Divertido ou não, a ex-estrela da série ""Grey 's Anatomy” Katherine Heigl está feliz em tirar férias do tapete vermelho.",tapete vermelho,1
As grandes estrelas do circuito cinematográfico comercial irão cruzar o tapete vermelho mais famoso do mundo na 93º Cerimônia do Oscar.,tapete vermelho,1
A cantora já passou pelo tapete vermelho do evento que acontece nos Estados Unidos.,tapete vermelho,1
"Mas estou um pouco cansada do Zoom e estou pronta para ver um tapete vermelho ao vivo com calças e saltos altos de verdade”, disse ela.",tapete vermelho,1
"Kirstin pode explicar como o tapete vermelho evoluiu nos últimos dez anos, pesquisar nossos dados de download e compartilhar seus pensamentos sobre a importância da representação visual.",tapete vermelho,1
"Eles fizeram tudo juntos, começando com aparições no tapete vermelho em janeiro de 2018 e férias na Croácia durante a pandemia!",tapete vermelho,1
"Quando acompanho o desfile no tapete vermelho, por exemplo, com todas aquelas senhoras e senhores mui elegantes, me lembro da origem do smoking, contada pelo amigo Reinaldo Paes Barreto.",tapete vermelho,1
"O tapete vermelho, por exemplo, costuma ser enorme e receber centenas de pessoas, entre artistas, jornalistas, fotógrafos e equipes de televisão.",tapete vermelho,1
"Além da gastronomia, a Casa do Produtor Rural também é famosa pela venda de hortifrutigranjeiros frescos, vindos direto da horta de agricultores, e pelo tradicional café colonial com doces e salgados.",café colonial,1
"O Café Colonial começa a partir das 07h e a feira fica localizada na Rua Antônio Vitório Giordani, centro de Xanxerê, nas proximidades do Campo do Tabajara.",café colonial,1
"No final de semana (sábado e domingo), dias 17 e 18 de abril, os empreendedores vão inaugurar um delicioso café colonial, que será servido a partir das 15 horas.",café colonial,1
"Mas como não fomos para brincadeira, nosso objetivo mesmo era o café colonial. ",café colonial,1
"Estamos falando do Café Colonial da empresa Sabores da Vó Joana, que é servido a cada 15 dias, nas instalações do Restaurante Kampa A La Carte.",café colonial,1
"Mas a grande expectativa é o retorno do seu Café Colonial, que era sempre servido aos domingos e era programa dos bons e badalado na cidade.",café colonial,1
Itens básicos do café colonial tradicional,café colonial,1
"Aqui no San Piero Café com Mistura serviremos a essência do café colonial, com receitas herdadas da minha mãe e que passaram de geração em geração em nossa família”, ressaltou a proprietária Pamela Demenech da Silva.",café colonial,1
"O Santuário Sagrado Coração de Jesus, localizado em Içara, promoverá um café colonial em sistema drive-thru, no dia 27 de março.",café colonial,1
"No primeiro sábado do mês, o sítio abre as portas para visitantes desfrutarem de um caprichado café colonial.",café colonial,1
"Neste ano, uma das grandes novidades é com relação ao café colonial, que está sob a responsabilidade da comunidade da Linha Heidrich, que há 27 anos realiza a tradicional Milch Fest.",café colonial,1
Também servimos um café colonial para quem vem passar à tarde.,café colonial,1
"O Bela Vista é considerado o primeiro café colonial do Brasil e ficou conhecido pela mesa com mais de 80 pratos, como linguiça brustolada, polenta frita, apfelstrudel e torta de bolacha alemã.",café colonial,1
"Alguns ficaram dentro do imóvel, outros do lado de fora em uma estrutura colocada no pátio”, destaca ela, lembrando que a entrada do Café Colonial também será pelo portão do novo espaço.",café colonial,1
"Valdelírio Borges de Lima – Cafuncho, que foi secretário de Agricultura da gestão passada, relembrou que é preciso investigar onde foram parar os equipamentos da cantina, anexa ao café colonial.",café colonial,1
A entrada será pelo acesso ao lado do café colonial.,café colonial,1
"Haverá dois pontos de vacinação: no parque de exposições, cuja entrada será pelo acesso ao lado do café colonial, e no CMEI da Vila Gaúcha.",café colonial,1
"Um detalhe que chama atenção é que o hotel foi construído onde antes funcionava um café colonial da marca Bela Vista, que foi fundado pela família do presidente da Gramado Parks, Anderson Caliari. ",café colonial,1
"A Quarta Turma deu provimento ao recurso especial de uma construtora que, em embargos de terceiro, obteve a condenação da massa falida em multa por litigância de má-fé, fixada em cerca de R$ 211 mil.",má-fé,1
"Segundo a decisão do Tribunal de Justiça do Rio Grande do Sul (TJRS), o enquadramento das penas processuais como custas judiciais e, consequentemente, como encargos da massa estaria limitado ao processo de falência e, na situação dos autos, a condenação por litigância de má-fé ocorreu no âmbito de embargos de terceiro – ou seja, uma ação diversa.",má-fé,1
"Quanto à caracterização da pena aplicada à massa, o relator destacou que, conforme o artigo 35 do Código de Processo Civil de 1973, as sanções impostas por litigância de má-fé são consideradas custas judiciais.",má-fé,1
"Desse modo, o crédito da recorrente – proveniente da condenação da massa falida por litigância de má-fé, legalmente qualificada como custas – caracteriza-se como encargo da massa, pouco importando que a condenação tenha se dado no próprio processo falimentar ou em ação autônoma"", concluiu o relator.",má-fé,1
"Alguns excessos que possam ter ocorrido têm que ser removidos, mas eu tenho certeza que não foi nada de má-fé.",má-fé,1
" A suspeição, por sua vez, é a própria manifestação da má-fé.",má-fé,1
"De fato, as declarações do ex-Ministro não podem ser havidas como atos inocentes de pessoa induzida a erro, mas sim como um proceder de má-fé, reiterado, que visava à propagação de notícias falsas para conspurcar a imagem das universidades públicas e da comunidade acadêmica, com o objetivo - ilegal e por vezes declarado - de reduzir-lhes os recursos repassados pelo MEC"", diz o MPF no Distrito Federal.",má-fé,1
"Tem produtores rurais que têm má-fé, que promovem desmatamento e queimadas ilegais?",má-fé,1
"Em entrevista ao Congresso em Foco Premium , o emedebista classificou o ministro do Meio Ambiente como um quadro qualificado para a função e atribuiu as críticas dirigidas a Ricardo Salles a problemas de comunicação da parte do governo e também à má-fé na interpretação de suas falas.",má-fé,1
Nos últimos anos já prevalecia nas decisões da Aneel a tese de que a devolução em dobro independe da má-fé das distribuidoras.,má-fé,1
"Ato de improbidade: é quando o empregado age de má-fé, ou com desonestidade dentro da empresa para a vantagem de si próprio ou de terceiros.",má-fé,1
"Numa entrevista coletiva tão performática quanto a leitura de Bisol, acusou o senador de perseguição, ignorância e má-fé.",má-fé,1
"Para o relator do caso, ministro Vital do Rêgo, os integrantes do conselho não agiram com má-fé, e suas contas foram consideradas ""regulares com ressalvas"".",má-fé,1
"O Ministério da Agricultura da China disse na segunda-feira que o H5N6, altamente patogênico, gripe aviária foi encontrado em aves selvagens na província de Liaoning, no nordeste do país, marcando os primeiros casos confirmados da cepa no país este ano.",gripe aviária,1
"Após um surto da cepa H5N8 altamente patogênica da gripe aviária em 2017, que viu os avicultores abaterem milhões de aves, países vizinhos, incluindo Zimbábue, Namíbia e Botswana, proibiram as importações de aves da África do Sul.",gripe aviária,1
A gripe aviária é uma doença respiratória altamente infecciosa que pode exterminar rapidamente grandes populações de aves de criatório.,gripe aviária,1
"De acordo com a Organização Mundial da Saúde, a Lituânia relatou um surto do vírus altamente patogênico de gripe aviária que matou 22 aves de quintal.",gripe aviária,1
"Apesar da apreensão, Iglesias explica que é pouco provável que a gripe aviária se espalhe pelos países da Europa.",gripe aviária,1
A cepa do vírus teria surgido de um porco com gripe aviária e gripe humana.,gripe aviária,1
"Duas outras cepas de gripe aviária, H5N1 entre 2003 e 2011, e depois H7N9 desde 2013, levaram a infecções diretas na Ásia de aves infectadas, ou em casos muito raros de transmissão entre humanos.",gripe aviária,1
"O princípio do antígeno resulta de uma série de procedimentos que associam parte da proteína S (de spark ) do novo coronavírus ao vírus da doença de Newcastle (NVD), uma modalidade de gripe aviária, para posterior reprodução em ovos de galinha, técnica amplamente dominada pelo Butantan na produção de vacinas contra a gripe.",gripe aviária,1
"Este é o segundo caso de gripe aviária confirmado na Escócia nos últimos meses.  Leia mais sobre esse assunto em https://www.aviculturaindustrial.com.br/imprensa/escocia-confirma-segundo-caso-de-gripe-aviaria/20210219-090645-g045 © 2021. Todos direitos reservados a Gessulli Agribusiness. Este material não pode ser publicado, transmitido por broadcast, reescrito ou redistribuído sem autorização.",gripe aviária,1
"O último caso de gripe aviária de alta patogenicidade foi relatado em uma granja em Tongyeong, cerca de 330 quilômetros a sudeste de Seul, de acordo com o Ministério da Agricultura, Alimentação e Assuntos Rurais.",gripe aviária,1
"A Organização das Nações Unidas para Agricultura e Alimentação (FAO) relata que outra cepa da gripe aviária, H7N9, causou616 mortes humanas desde 2013.",gripe aviária,1
" No local, houve uma epidemia de gripe aviária em dezembro de 2020.",gripe aviária,1
"Por exemplo, 'gripe aviária' sugere alguma responsabilidade do setor agrícola e dos governos que a regulamentam.""",gripe aviária,1
Acho que não sou tão pão-duro.,pão-duro,1
"“O pão-duro pode ensinar ao gastador descontrolado a importância do planejamento e de realizar cortes de gastos desnecessários, principalmente aqueles pequenos  que passam despercebidos, mas na verdade são como um furo no balde”, destaca o educador financeiro da Dsop, Allan Andrade.",pão-duro,1
"“Foi um hábito que me ensinou a ser regrado. É melhor ser chamado de pão-duro do que ser intitulado de pródigo, gastador. Se saio é tudo controlado.",pão-duro,1
"Como sempre falo mal de pão-duro, e já falei desse tipo de gente aqui, não sei se vou repetir alguma coisa.",pão-duro,1
Procurei saber porque era tão pão-duro.,pão-duro,1
Outro velho rico e pão-duro eu conheci numa pequena cidade do litoral paulista. ,pão-duro,1
"Mas a carreira de pão-duro do Fred deslanchou mesmo foi quando ele, ainda ganhando mesada, descobriu o que os pais pagavam de juros quando parcelavam o IPVA.",pão-duro,1
"Quando o Seu Sirigueijo percebe que há mais dinheiro para ser conquistado no ramo de fast-food, o empreendedor pão-duro decide expandir seu império de restaurantes começando com uma barraquinha de café da manhã em frente à casa do Bob Esponja..",pão-duro,1
"Ao mostrar que deixou de ser pão-duro, reconquistou a parceira de dança e de vida.",pão-duro,1
"Alguns presunçosos – certamente não é o seu caso, querido leitor – podem insinuar que eu seja um pão-duro. ",pão-duro,1
O relatório de pesquisa de mercado abrangente também oferece a Análise das Cinco Forças de Porter e perfis de alguns dos principais participantes do mercado 7.2k RPM disco rígido (HDD) global.,disco rígido,1
Cada segmento do mercado global 7.2k RPM disco rígido (HDD) é extensivamente avaliado no estudo de pesquisa.,disco rígido,1
Como saber se o disco rígido está danificado?,disco rígido,1
"Porém, os danos de software do Disco Rígido podem ser os mais simples de resolver.",disco rígido,1
O código que aparecerá indica que o Disco Rígido apresenta uma falha física.,disco rígido,1
"Nesses modelos, a troca do disco rígido é impossível, já que para subsituí-lo ou aumentar o espaço, você precisa trocar toda a placa-mãe.",disco rígido,1
"Um disco rígido convencional, com o mesmo espaço, é vendido no país por R$ 250.",disco rígido,1
Há duas grandes causas para a troca de HDs internos de notebooks: necessidade de mais espaço ou substituição de disco rígido defeituoso.,disco rígido,1
"Pois essa é a situação do programador de computador Stefan Thomas, que não lembra a senha de seu disco rígido para acessar sua carteira de bitcoins, atualmente avaliada em US$ 240 milhões (aproximadamente R$ 1,2 bilhão).",disco rígido,1
"O modelo conta com suporte à tecnologia Intel Optane, o que deve acelerar o sistema mesmo em equipamentos com disco rígido convencional, além de contar com Wi-Fi 6 e permitir o uso de uma placa de vídeo externa para reforçar os gráficos.",disco rígido,1
Já foram produzidas diversas comparações que atestam que o módulo de memória de estado sólido é muito superior nesse quesito quando comparado a um disco rígido convencional.,disco rígido,1
"A segurança que o SSD confere é com relação a integridade de seus dados, já que essa unidade não é tão suscetível a danos por impactos como é um disco rígido tradicional.",disco rígido,1
"No caso de notebooks, o disco rígido de 2,5 polegadas até rivaliza com um SSD SATA tradicional, mas ainda é mais pesado — ponto de extrema importância para dispositivos portáteis, como é o caso de um laptop.",disco rígido,1
A unidade de estado sólido pode consumir até duas vezes menos energia quando comparado ao disco rígido.,disco rígido,1
"Isso porque o Windows fragmenta essas informações, ou seja, divide os conteúdos em pedaços menores para fazê-los caber nos espaços vazios dentro do disco rígido criados no momento em que apagamos alguma informação.",disco rígido,1
É aí que entra o processo de desfragmentação do disco rígido.,disco rígido,1
"O disco rígido é muito importante para o seu computador, isso porque ele é essencialmente o cérebro da sua máquina.",disco rígido,1
"Assim, é preciso pensar com muito cuidado nas desvantagens de particionar o disco rígido do PC.",disco rígido,1
"Existem muitas outras maneiras de organizar seu disco rígido, mas se você optar por fazê-lo dessa maneira, terá que estar preparado para fazer o processo corretamente.",disco rígido,1
Mas esse não é o único motivo para particionar um disco rígido.,disco rígido,1
"O mesmo embasbacamento aconteceu quando a Montblanc evoluiu seu smartwatch (de 2017) para o Summit 2+ (em 2020), Você olhando parece um relógio analógico, mas é apenas sua tela Amoled projetando os ponteiros, com sistema operacional Wear OS by Google, bluetooth 4.2, 8 gigas de armazenamento, microfone embutido e pareamento com celular.",relógio analógico,1
A ferramenta incorpora as tarefas da agenda em um relógio analógico.,relógio analógico,1
"A própria sonoridade, carrega em si também uma intenção: lembrando o som de um relógio analógico, pretende-se passar a ideia de que ""está na hora"", de nos valorizarmos, despertando o que de melhor temos em cada um de nós para que, mudando o eu, possa ir mudando um pouco o mundo que está à minha volta"", continua.",relógio analógico,1
"Um bom exemplo é o plano Resolução de problemas envolvendo o tempo, que propõe atividades a partir de um relógio analógico ou de um calendário (na aba de adaptação para o ensino remoto).",relógio analógico,1
Um jeito divertido de fazer isso é usar um relógio analógico ou um calendário anual (veja mais no passo a passo do plano).,relógio analógico,1
"Um jovem de 16 anos foi localizado em um bar, e com ele foram encontrados R$147, um iPhone 11 Pro Max avaliado em R$ 9.200, um Samsung A7 avaliado em R$ 1.200, um relógio Smartwatch de R$ 60, um relógio analógico e duas correntes semelhantes a ouro.",relógio analógico,1
"Com um homem, de 35 anos, foram localizados R$110, um relógio analógico e uma chave de um veículo Chevrolet.",relógio analógico,1
"Mas, aparentemente, ler um relógio analógico não é a única atividade que eles têm dificuldade atualmente.",relógio analógico,1
Este é um elegante relógio analógico da marca japonesa.,relógio analógico,1
O modelo tem ponteiros físicos e o mesmo visual de um relógio analógico moderno.,relógio analógico,1
"Ela segue explicando que ""somos os primeiros no mercado a oferecer um smartwatch híbrido com frequência cardíaca baseada no pulso e um visor digital touchscreen — e você obtém tudo isso sem perder a aparência clássica e atemporal de um relógio analógico”.",relógio analógico,1
"Testamos o Gear S2: relógio da Samsung ganha cara nova e encanta   * Testamos o Huawei Watch: relógio bonito (e caro) já nasce com dias contados   * Sony lança SmartWatch 3 no Brasil; conheça o novo relógio inteligente   * Sony apresenta Wena, um relógio analógico com funções inteligentes",relógio analógico,1
"O Carbon tem design robusto e, à exceção da entrada USB na lateral, escondida por uma tampa metálica, se parece com qualquer outro relógio analógico do mercado.",relógio analógico,1
"“Precisamos pensar em como criar um ecossistema para promover negócios sustentáveis na Amazônia, em como criar um círculo virtuoso nesse processo para gerar produção. Isso perpassa por investimentos em educação, para capacitar as pessoas e definir também logística (infraestrutura). Os eixos norteadores da estratégia permitem identificar o que queremos promover. Mas quando a gente pensa em uma estratégia, também tem que pensar em como essa estratégia vai casar com as expectativas apropriadas; qual o empurrão inicial para que esse processo possa ser contínuo”, explicou Camille Bemerguy, diretora de Bioeconomia, Meteorologia, Hidrologia e Mudanças Climáticas da Semas.",círculo virtuoso,1
" “Quando trocamos o lixo reciclável por alimentos, se torna uma atividade positiva. Adquirimos alimentos de agricultores das nossas comunidades, portanto, há um círculo virtuoso em volta de boas ações”, afirmou. ",círculo virtuoso,1
"“É preciso que todos entendam a importância de criar e manter um círculo virtuoso de desenvolvimento humano, baseado em cinco pilares, que funcionando de maneira independente, se retroalimentam: eficiência fiscal e transparência; educação; saúde e bem-estar; infraestrutura e mobilidade urbana; e desenvolvimento socioeconômico e ordem pública. O material foi elaborado à luz desses pilares e vai funcionar como mais uma ferramenta para aqueles que buscam a eficiência na gestão pública”, explica. Leia mais: Especialistas lançam livro Cidades Excelentes - Diário do Comércio.",círculo virtuoso,1
"Leonardo Rischele complementa que, neste período, o Aquila pesquisou 90 municípios no exterior e 360 no Brasil, sempre com a pergunta: “o que torna uma Cidade Excelente?”, chegando a duas principais conclusões: nas cidades excelentes o setor público é referência de excelência para o setor privado e nas cidades excelentes existe um círculo virtuoso e equilibrado de desenvolvimento. ",círculo virtuoso,1
Precisamos de uma Academia de Polícia que resgate a sua metodologia de ensino e pesquisa para promover o círculo virtuoso em que talentos formam novos talentos.,círculo virtuoso,1
"Impactam, também, na qualidade do serviço prestado ao cliente, promovendo um círculo virtuoso: consumidor satisfeito gera novas vendas, que proporcionam receita necessária para viabilizar a sustentabilidade financeira.",círculo virtuoso,1
"Através dessa ação, reforça o círculo virtuoso proposto pelo Sicredi, fortalecendo o crescimento econômico da economia local. ",círculo virtuoso,1
"Quando uma pessoa que está poupando para o futuro empresta seu dinheiro para uma empresa que está produzindo, gerando empregos e crescendo, forma-se um círculo virtuoso.",círculo virtuoso,1
"Onde havia um ambiente abandonado e degradado, o projeto regenerou o espaço urbano e ambiental que afetou a qualidade de vida dos porto-alegrenses positivamente, gerando efeitos sociais, econômicos e ambientais sistêmicos, conectando-se às pessoas, à cultura, à história e à natureza, em um círculo virtuoso de valorização. ",círculo virtuoso,1
Criar um círculo virtuoso em torno das oportunidades de negócios permite rentabilizar o melhor de cada operação.,círculo virtuoso,1
"A injeção de novos recursos financeiros no campo pode melhorar ainda mais a produtividade, gerando um círculo virtuoso para os próximos anos.",círculo virtuoso,1
Vamos manter esse círculo virtuoso aqui.,círculo virtuoso,1
Esse é um círculo virtuoso.,círculo virtuoso,1
"Um círculo virtuoso que é alimentado pela descoberta da oportunidade inovadora, acompanhamento e crescimento da mesma e finalmente a saída através de diferentes alternativas que pode ser desde uma operação de M&A até um IPO.",círculo virtuoso,1
"Esperamos que sirva de inspiração para as empresas instaladas aqui, se torne um círculo virtuoso e que a competição seja por ser a mais inovadora.",círculo virtuoso,1
"Ao contrário, se os rituais se realizam conforme as tradições, a unidade se reforça, formando assim um ‘círculo virtuoso’ das suas culturas.",círculo virtuoso,1
"Fahran reconheceu que o tratamento o levou a um círculo virtuoso: encontrou amigos, uma namorada e passou a estudar em uma ótima universidade.",círculo virtuoso,1
"Apesar de dizer que o Brasil está no caminho de um ""círculo virtuoso na economia"", o executivo do banco enxerga riscos internos e externos no horizonte da renda variável e, por isso, evita projeções de curto prazo.  ",círculo virtuoso,1
 Isso tudo faz entrar em um círculo virtuoso e gera confiança nos investidores. ,círculo virtuoso,1
A pesquisa sugere que o consumo frequente da cafeína leva a uma diminuição da massa cinzenta do cérebro.,massa cinzenta,1
"O estudo com o titulo 'Neurofisiologia filosofica da felicidade: O segredo da felicidade esta na homeostase; pessoas de alto QI tem mais chances de encontrar um melhor equilibrio', determina que o que foi revelado em diversos estudos relacionados ao tamanho da massa cinzenta do cerebro de pessoas mais felizes esta relacionado tambem ao tamanho da massa cinzenta de pessoas de alto QI.",massa cinzenta,1
"A massa cinzenta faz parte do sistema nervoso central e é composta por neurônios, estando relacionada à cognição e processamento.",massa cinzenta,1
"Os resultados mostraram uma diminuição do volume da massa cinzenta após o consumo diário de cafeína, e um aumento após 10 dias de abstinência.",massa cinzenta,1
"Agora, os autores do estudo planejam encontrar uma relação entre a massa cinzenta alterada e as atividades cerebrais com o consumo de café.",massa cinzenta,1
